country_of_origin,destination_country,destination_city,year,count,gender,age_group
Pakistan,UAE,Dubai,2022,929,Female,18-22
Nepal,Norway,Oslo,2022,1444,Male,27+
Brazil,Canada,Vancouver,2018,3358,Male,18-22
Vietnam,Germany,Hamburg,2017,2243,Male,23-26
Turkey,UK,London,2024,4524,Female,23-26
China,Norway,Bergen,2016,2252,Male,18-22
Vietnam,Netherlands,Amsterdam,2020,1609,Male,23-26
China,Russia,Kazan,2017,3484,Non-binary,23-26
Brazil,Sweden,Stockholm,2018,1091,Male,23-26
India,Australia,Melbourne,2018,8068,Male,23-26
Bangladesh,Italy,Florence,2017,1627,Male,23-26
Bangladesh,Australia,Sydney,2023,4810,Female,27+
Nepal,Germany,Frankfurt,2019,2774,Female,18-22
Bangladesh,Canada,Toronto,2018,4100,Female,23-26
Bangladesh,Netherlands,Eindhoven,2020,1655,Female,23-26
Bangladesh,Germany,Frankfurt,2024,3747,Female,23-26
Brazil,India,Mumbai,2019,1051,Male,18-22
Brazil,Spain,Valencia,2018,2873,Female,18-22
Brazil,Netherlands,Rotterdam,2016,1585,Female,23-26
Vietnam,Japan,Kyoto,2016,2363,Male,27+
Kenya,South Africa,Johannesburg,2020,1559,Male,18-22
Bangladesh,Finland,Tampere,2024,649,Male,18-22
Kenya,Germany,Hamburg,2024,3763,Male,23-26
Nigeria,Norway,Trondheim,2017,1338,Female,18-22
Vietnam,South Korea,Busan,2024,3963,Female,27+
Bangladesh,Ireland,Dublin,2022,1199,Male,18-22
China,Sweden,Stockholm,2018,2795,Male,27+
China,Singapore,Singapore,2022,4219,Female,18-22
Brazil,Germany,Hamburg,2024,3928,Non-binary,27+
Kenya,Japan,Osaka,2024,3552,Female,18-22
India,USA,Chicago,2021,15852,Female,18-22
Nigeria,Netherlands,Rotterdam,2015,2299,Male,18-22
Turkey,Sweden,Gothenburg,2022,2004,Female,27+
Vietnam,Italy,Florence,2021,2729,Male,23-26
Nigeria,Italy,Rome,2015,2968,Male,23-26
Nepal,Netherlands,Amsterdam,2018,1878,Male,23-26
India,Germany,Hamburg,2024,8987,Female,23-26
Turkey,Russia,Kazan,2023,1512,Male,18-22
Turkey,Netherlands,Amsterdam,2015,1846,Female,23-26
Pakistan,Japan,Osaka,2015,2239,Male,23-26
Brazil,Russia,Kazan,2022,2187,Female,18-22
India,Australia,Sydney,2023,10970,Male,27+
Bangladesh,South Korea,Seoul,2018,2625,Female,23-26
Kenya,USA,Chicago,2015,5588,Female,23-26
Nepal,Finland,Helsinki,2015,528,Female,18-22
India,UK,Birmingham,2022,10775,Male,18-22
India,Japan,Kyoto,2020,7598,Female,18-22
Bangladesh,UK,Manchester,2015,3533,Female,18-22
Vietnam,Sweden,Gothenburg,2016,1474,Female,27+
India,Sweden,Gothenburg,2017,3574,Male,18-22
Nepal,Finland,Turku,2016,480,Male,18-22
Pakistan,Australia,Brisbane,2020,3289,Male,18-22
China,Japan,Kyoto,2018,5478,Female,23-26
Nepal,Canada,Montreal,2022,3961,Female,23-26
Pakistan,Finland,Turku,2021,657,Male,23-26
Turkey,Finland,Tampere,2018,688,Male,18-22
India,Spain,Valencia,2020,6511,Male,18-22
India,Australia,Brisbane,2024,11276,Female,18-22
India,Australia,Brisbane,2023,11895,Male,23-26
Kenya,Singapore,Singapore,2018,2189,Male,18-22
China,South Korea,Daejeon,2018,4608,Male,23-26
Nepal,Italy,Milan,2016,2246,Female,27+
Kenya,France,Lyon,2021,4051,Male,23-26
Vietnam,Norway,Bergen,2024,1864,Female,23-26
China,Canada,Toronto,2017,6429,Female,23-26
Nepal,USA,Boston,2016,5608,Female,27+
India,UAE,Sharjah,2023,2752,Male,18-22
Kenya,South Africa,Johannesburg,2024,1567,Male,18-22
Kenya,Sweden,Uppsala,2024,1533,Male,23-26
Brazil,Japan,Osaka,2023,2675,Male,23-26
India,South Korea,Daejeon,2018,5445,Female,23-26
Nepal,South Africa,Cape Town,2022,1375,Male,23-26
Pakistan,USA,Los Angeles,2024,6710,Male,18-22
Vietnam,USA,New York,2021,7285,Female,23-26
Bangladesh,Sweden,Gothenburg,2016,1576,Female,23-26
Pakistan,Australia,Melbourne,2017,4815,Female,18-22
Bangladesh,Russia,Kazan,2016,1639,Male,23-26
Nigeria,Spain,Valencia,2023,4106,Female,18-22
Bangladesh,France,Lyon,2022,3096,Male,23-26
China,Sweden,Stockholm,2017,2636,Male,23-26
Turkey,Spain,Madrid,2020,2369,Female,23-26
Turkey,Japan,Kyoto,2021,2757,Male,18-22
Bangladesh,France,Marseille,2016,2056,Male,18-22
Nepal,Netherlands,Eindhoven,2019,1813,Male,23-26
India,India,Bangalore,2016,2691,Male,18-22
Turkey,South Africa,Pretoria,2018,988,Female,23-26
India,Japan,Osaka,2019,6980,Female,23-26
Nepal,Spain,Valencia,2018,2617,Male,18-22
Vietnam,Spain,Madrid,2021,2764,Female,18-22
Nepal,Australia,Sydney,2017,2901,Female,23-26
Kenya,Italy,Florence,2019,2224,Female,23-26
Bangladesh,UAE,Sharjah,2017,965,Female,23-26
Brazil,Netherlands,Rotterdam,2020,1623,Female,23-26
China,India,Mumbai,2022,2594,Male,27+
Bangladesh,Ireland,Cork,2020,786,Non-binary,18-22
Kenya,Russia,Moscow,2019,1532,Female,18-22
Pakistan,Norway,Oslo,2023,1721,Male,23-26
China,USA,Boston,2022,14975,Female,18-22
Pakistan,South Korea,Busan,2024,3161,Female,18-22
Turkey,Norway,Oslo,2024,1255,Female,18-22
Kenya,South Korea,Busan,2018,2010,Female,18-22
Kenya,India,Delhi,2015,1348,Female,18-22
Pakistan,South Korea,Seoul,2015,2043,Male,27+
Vietnam,Netherlands,Amsterdam,2021,2056,Male,18-22
Pakistan,Spain,Madrid,2018,2269,Male,23-26
Brazil,Sweden,Gothenburg,2019,1433,Male,18-22
Pakistan,UK,Manchester,2020,4773,Male,18-22
Nigeria,Norway,Trondheim,2021,2175,Male,18-22
Turkey,UK,Manchester,2024,5052,Female,18-22
Pakistan,France,Marseille,2018,2902,Female,23-26
Turkey,Italy,Milan,2015,2031,Female,27+
Nigeria,South Korea,Daejeon,2024,5000,Male,18-22
Kenya,UK,Birmingham,2023,5073,Female,18-22
Nigeria,Finland,Tampere,2015,897,Male,23-26
Bangladesh,Norway,Oslo,2024,1829,Non-binary,23-26
Nepal,Sweden,Uppsala,2017,1429,Male,18-22
Vietnam,UK,Manchester,2023,5257,Male,23-26
Bangladesh,Netherlands,Amsterdam,2021,2153,Male,18-22
Bangladesh,Norway,Bergen,2018,1052,Male,18-22
Brazil,USA,Los Angeles,2024,7439,Female,18-22
Bangladesh,Australia,Brisbane,2017,2888,Male,23-26
Turkey,Norway,Bergen,2016,1549,Female,18-22
Vietnam,UK,London,2020,4768,Female,18-22
Bangladesh,Italy,Milan,2016,1450,Male,27+
Nepal,UK,Birmingham,2016,2850,Male,18-22
Kenya,Germany,Berlin,2016,2161,Female,23-26
Kenya,UAE,Dubai,2017,809,Male,18-22
Bangladesh,Canada,Vancouver,2021,4088,Male,23-26
Kenya,Japan,Osaka,2022,3351,Male,18-22
Bangladesh,India,Mumbai,2019,1281,Female,18-22
China,UAE,Dubai,2019,1755,Male,23-26
Pakistan,South Africa,Pretoria,2021,1949,Female,23-26
Turkey,South Korea,Seoul,2023,2655,Female,18-22
Bangladesh,USA,New York,2017,4950,Male,23-26
Pakistan,Ireland,Cork,2023,1235,Female,23-26
Nigeria,India,Delhi,2022,1997,Male,23-26
Bangladesh,Germany,Munich,2015,2489,Female,18-22
Brazil,South Korea,Seoul,2018,2482,Female,27+
Nepal,Canada,Vancouver,2024,5097,Female,18-22
Bangladesh,UK,London,2022,4423,Female,23-26
Nigeria,UK,Manchester,2016,5297,Male,18-22
Nigeria,Finland,Helsinki,2019,1058,Female,18-22
Nepal,Singapore,Singapore,2016,1819,Female,18-22
Nepal,Norway,Bergen,2022,1577,Male,18-22
Nepal,Canada,Montreal,2022,4341,Male,23-26
Bangladesh,Netherlands,Amsterdam,2019,1937,Male,18-22
China,South Africa,Johannesburg,2017,2452,Male,18-22
Turkey,Singapore,Singapore,2019,1597,Female,27+
Nepal,Canada,Toronto,2024,3817,Female,18-22
Turkey,USA,Los Angeles,2015,6327,Female,18-22
Brazil,South Korea,Daejeon,2015,1893,Female,18-22
Kenya,Australia,Brisbane,2022,4852,Male,18-22
Vietnam,South Africa,Cape Town,2015,1516,Female,27+
Nepal,USA,Chicago,2017,4172,Female,18-22
Bangladesh,Australia,Sydney,2024,4268,Female,18-22
Turkey,Netherlands,Eindhoven,2018,1707,Male,18-22
China,Sweden,Uppsala,2019,2668,Female,27+
Nepal,Spain,Valencia,2019,3034,Female,18-22
China,South Korea,Seoul,2024,5151,Male,18-22
Nigeria,Singapore,Singapore,2016,2605,Female,23-26
Nigeria,Finland,Turku,2023,1030,Male,27+
Nigeria,Australia,Melbourne,2020,5213,Female,23-26
Nigeria,South Korea,Seoul,2024,4861,Male,18-22
Nepal,Norway,Oslo,2016,1200,Female,23-26
Kenya,France,Lyon,2016,3219,Male,23-26
Pakistan,Germany,Frankfurt,2015,3063,Female,18-22
Pakistan,Spain,Valencia,2015,2155,Male,23-26
Kenya,Germany,Munich,2018,2951,Male,18-22
Turkey,Ireland,Cork,2024,1022,Female,23-26
India,Norway,Bergen,2021,3452,Female,23-26
Kenya,Italy,Florence,2019,2305,Female,18-22
Nepal,Finland,Tampere,2022,781,Female,18-22
China,Sweden,Gothenburg,2019,2760,Female,18-22
Bangladesh,UAE,Dubai,2018,1068,Female,18-22
Nigeria,France,Paris,2020,5450,Female,23-26
China,Spain,Valencia,2023,5359,Female,27+
Pakistan,Russia,St. Petersburg,2024,2163,Female,18-22
Pakistan,Finland,Turku,2021,602,Male,23-26
Kenya,Netherlands,Rotterdam,2019,1854,Male,18-22
Bangladesh,France,Lyon,2017,3175,Male,23-26
Pakistan,Germany,Frankfurt,2023,3787,Male,18-22
China,Australia,Melbourne,2024,8999,Female,18-22
India,USA,Los Angeles,2020,15679,Male,18-22
Nigeria,Germany,Frankfurt,2015,4205,Male,18-22
Vietnam,Finland,Helsinki,2018,681,Female,18-22
Brazil,Spain,Madrid,2020,2711,Female,23-26
Brazil,South Africa,Pretoria,2020,1752,Male,18-22
Nigeria,Japan,Osaka,2017,3689,Female,18-22
China,USA,New York,2017,11372,Non-binary,23-26
Bangladesh,France,Marseille,2018,3741,Female,18-22
Pakistan,Italy,Rome,2020,1925,Female,27+
Vietnam,UAE,Dubai,2015,1218,Female,18-22
Turkey,Australia,Brisbane,2019,5010,Male,18-22
Kenya,Canada,Vancouver,2015,2781,Male,18-22
China,Netherlands,Rotterdam,2015,2264,Female,18-22
China,USA,New York,2024,16264,Female,23-26
Bangladesh,Netherlands,Rotterdam,2017,1564,Male,18-22
Pakistan,Russia,St. Petersburg,2015,1723,Male,18-22
China,Sweden,Stockholm,2021,3064,Female,27+
Nigeria,South Africa,Pretoria,2019,2098,Male,23-26
Pakistan,Finland,Helsinki,2024,716,Male,23-26
Nigeria,UAE,Abu Dhabi,2016,1480,Female,18-22
Vietnam,Singapore,Singapore,2023,2039,Male,23-26
Kenya,Germany,Berlin,2022,3327,Female,23-26
Turkey,Netherlands,Eindhoven,2019,1972,Male,18-22
Bangladesh,UK,Birmingham,2020,5374,Female,23-26
Nepal,Russia,Kazan,2024,2157,Male,18-22
Nigeria,Netherlands,Rotterdam,2024,3716,Male,18-22
Kenya,France,Lyon,2020,2516,Male,23-26
Brazil,USA,Boston,2016,4093,Male,18-22
Vietnam,Finland,Tampere,2022,611,Female,23-26
Kenya,Sweden,Gothenburg,2015,1377,Male,23-26
Nigeria,France,Lyon,2017,4920,Male,18-22
China,UAE,Abu Dhabi,2021,2243,Male,18-22
Brazil,Russia,Moscow,2020,2049,Male,18-22
India,Netherlands,Rotterdam,2019,4719,Female,18-22
Bangladesh,Sweden,Gothenburg,2017,1131,Female,23-26
Brazil,Norway,Oslo,2024,1849,Male,18-22
Turkey,Netherlands,Eindhoven,2018,1694,Female,23-26
Vietnam,Finland,Turku,2016,315,Female,23-26
Turkey,France,Paris,2022,3796,Male,18-22
Nigeria,Japan,Tokyo,2018,3555,Female,23-26
Nigeria,France,Marseille,2020,5808,Male,23-26
Nepal,USA,Los Angeles,2015,5787,Male,27+
Vietnam,UAE,Dubai,2019,957,Male,23-26
China,Sweden,Stockholm,2019,2752,Male,23-26
Nepal,USA,Los Angeles,2023,6892,Female,27+
Pakistan,South Korea,Daejeon,2017,2355,Male,18-22
Vietnam,Ireland,Dublin,2020,738,Male,18-22
Nepal,South Korea,Busan,2016,1569,Female,18-22
Kenya,Japan,Tokyo,2023,3438,Female,23-26
Nigeria,Australia,Sydney,2023,5933,Female,18-22
Nepal,India,Mumbai,2016,996,Female,18-22
Bangladesh,Italy,Florence,2024,2396,Male,27+
Bangladesh,Russia,St. Petersburg,2018,1643,Male,18-22
Kenya,India,Bangalore,2023,1602,Male,23-26
Brazil,Finland,Turku,2023,648,Female,27+
China,Canada,Toronto,2022,8313,Female,18-22
Nepal,Germany,Frankfurt,2023,4869,Male,23-26
Nigeria,Italy,Rome,2023,4041,Male,27+
Brazil,South Africa,Johannesburg,2018,1501,Male,18-22
Nepal,Netherlands,Amsterdam,2020,2156,Female,18-22
Vietnam,India,Mumbai,2021,1482,Male,18-22
Nepal,South Africa,Johannesburg,2017,1025,Female,18-22
Brazil,Australia,Brisbane,2020,3244,Male,18-22
Nepal,Russia,Moscow,2020,1946,Male,18-22
China,Germany,Berlin,2018,4580,Female,23-26
Nigeria,UAE,Dubai,2021,1515,Male,18-22
Bangladesh,UK,Manchester,2017,3471,Male,18-22
China,Australia,Sydney,2020,8424,Male,18-22
Pakistan,Japan,Tokyo,2024,3567,Non-binary,18-22
India,UK,London,2016,10217,Male,27+
China,Australia,Melbourne,2023,7240,Male,23-26
Turkey,India,Bangalore,2015,997,Male,18-22
Kenya,South Korea,Daejeon,2016,2641,Female,18-22
Nepal,Norway,Oslo,2018,1277,Female,23-26
Turkey,Singapore,Singapore,2023,2423,Male,18-22
China,Singapore,Singapore,2020,4128,Non-binary,23-26
Nepal,Russia,Kazan,2015,1496,Female,23-26
Pakistan,Germany,Frankfurt,2024,3494,Male,27+
Vietnam,France,Lyon,2020,4007,Female,23-26
Brazil,Canada,Toronto,2021,4810,Female,23-26
Nigeria,Canada,Vancouver,2017,5132,Female,23-26
Turkey,Australia,Melbourne,2015,3464,Male,27+
Nepal,South Africa,Cape Town,2023,2482,Female,23-26
Vietnam,USA,Boston,2019,5314,Male,23-26
Nigeria,Australia,Sydney,2020,5046,Male,23-26
Pakistan,Japan,Tokyo,2021,2520,Female,18-22
Nigeria,Netherlands,Rotterdam,2019,2704,Male,18-22
Kenya,USA,Boston,2020,6940,Female,27+
Nepal,Italy,Milan,2018,1846,Female,18-22
Kenya,USA,New York,2019,4901,Male,27+
Nigeria,Japan,Osaka,2022,4432,Male,18-22
Bangladesh,Australia,Sydney,2016,3410,Female,18-22
Brazil,Norway,Trondheim,2017,1004,Male,23-26
Vietnam,India,Delhi,2021,1280,Male,18-22
Turkey,Netherlands,Rotterdam,2024,2345,Male,18-22
Pakistan,Ireland,Galway,2020,721,Male,27+
Brazil,Sweden,Uppsala,2022,1488,Male,18-22
Vietnam,South Africa,Johannesburg,2019,1417,Male,23-26
India,USA,Boston,2020,16574,Male,27+
Brazil,Netherlands,Rotterdam,2016,1687,Male,18-22
Bangladesh,Spain,Valencia,2021,2509,Female,18-22
Turkey,Sweden,Uppsala,2017,1084,Female,23-26
Nepal,Japan,Tokyo,2019,1818,Female,18-22
Vietnam,Netherlands,Amsterdam,2021,2009,Male,18-22
Nepal,Finland,Helsinki,2016,428,Male,18-22
Nepal,South Africa,Pretoria,2021,1078,Male,23-26
Nigeria,Spain,Barcelona,2018,3314,Male,18-22
Bangladesh,India,Bangalore,2024,1393,Female,18-22
Brazil,South Korea,Seoul,2017,1739,Female,23-26
Vietnam,Germany,Frankfurt,2022,3001,Male,23-26
Vietnam,South Africa,Johannesburg,2015,1059,Female,23-26
Nepal,Russia,Moscow,2015,1426,Female,18-22
India,Canada,Montreal,2020,9612,Male,18-22
Brazil,Ireland,Dublin,2017,877,Female,23-26
China,India,Mumbai,2019,2213,Female,18-22
China,Russia,St. Petersburg,2017,3509,Female,23-26
Nepal,Finland,Tampere,2015,727,Male,18-22
China,South Korea,Seoul,2024,4806,Male,18-22
China,Ireland,Cork,2019,1886,Female,23-26
Kenya,Japan,Tokyo,2022,2705,Male,18-22
Kenya,South Korea,Busan,2019,2363,Male,18-22
Brazil,USA,New York,2021,6969,Male,18-22
Kenya,India,Mumbai,2023,1852,Male,23-26
Nepal,India,Mumbai,2020,1453,Male,18-22
Nigeria,Germany,Munich,2021,4411,Male,18-22
Nepal,Germany,Munich,2020,2881,Female,23-26
Brazil,South Africa,Johannesburg,2023,2020,Male,18-22
Nepal,Australia,Brisbane,2018,3585,Female,27+
Nepal,UK,London,2024,4388,Male,18-22
Brazil,Germany,Hamburg,2019,2512,Male,18-22
Kenya,India,Delhi,2018,1270,Female,23-26
Bangladesh,Finland,Turku,2019,646,Male,27+
China,Russia,Moscow,2016,2884,Female,23-26
Nigeria,Australia,Brisbane,2021,7186,Male,18-22
Bangladesh,Norway,Oslo,2018,1556,Male,18-22
Bangladesh,France,Lyon,2022,3009,Male,23-26
Pakistan,Ireland,Galway,2022,903,Female,18-22
Brazil,India,Delhi,2023,1380,Female,18-22
Kenya,UAE,Abu Dhabi,2024,1062,Male,27+
Turkey,India,Bangalore,2015,742,Male,18-22
Brazil,India,Mumbai,2024,1503,Male,18-22
Nigeria,USA,Boston,2018,9857,Male,27+
Brazil,Canada,Vancouver,2020,3696,Female,27+
Nepal,Canada,Toronto,2022,4761,Male,18-22
Bangladesh,Russia,Kazan,2021,1463,Non-binary,18-22
Bangladesh,France,Paris,2019,3792,Female,18-22
Brazil,Norway,Bergen,2017,1002,Male,23-26
Nepal,USA,Los Angeles,2024,8010,Female,18-22
India,Germany,Hamburg,2023,8873,Male,18-22
Vietnam,Italy,Milan,2024,2292,Male,23-26
Turkey,UK,Manchester,2024,5391,Female,23-26
India,Singapore,Singapore,2018,4691,Male,23-26
Nepal,Japan,Kyoto,2018,2618,Female,18-22
China,UK,Birmingham,2021,10103,Female,23-26
India,Spain,Barcelona,2021,6283,Female,23-26
China,Spain,Valencia,2020,5383,Female,18-22
India,Sweden,Gothenburg,2021,3816,Male,18-22
Vietnam,India,Bangalore,2015,1218,Female,18-22
Bangladesh,Canada,Vancouver,2020,4355,Male,27+
India,India,Mumbai,2016,2319,Female,23-26
Nigeria,India,Bangalore,2016,1416,Male,18-22
Bangladesh,UK,Birmingham,2022,5058,Male,23-26
Kenya,South Africa,Pretoria,2017,1596,Male,18-22
Kenya,Finland,Turku,2024,690,Male,18-22
Nepal,UK,Birmingham,2023,4794,Female,23-26
China,Ireland,Dublin,2024,1844,Female,18-22
Bangladesh,Japan,Tokyo,2015,2000,Non-binary,18-22
Nepal,Canada,Montreal,2015,2740,Male,18-22
Bangladesh,Singapore,Singapore,2024,2647,Female,18-22
Nigeria,Spain,Valencia,2022,3954,Male,18-22
India,Spain,Valencia,2016,5425,Male,23-26
Turkey,Canada,Montreal,2021,3501,Male,18-22
Pakistan,Spain,Madrid,2023,2266,Female,23-26
Vietnam,Ireland,Dublin,2021,784,Male,23-26
China,South Africa,Pretoria,2018,2986,Male,23-26
Bangladesh,Finland,Helsinki,2024,762,Male,18-22
Brazil,South Africa,Pretoria,2017,1928,Female,27+
Kenya,Sweden,Uppsala,2018,1327,Female,23-26
Pakistan,South Korea,Daejeon,2024,2928,Male,27+
Turkey,Spain,Valencia,2015,1399,Female,18-22
Kenya,Canada,Vancouver,2016,4872,Male,18-22
Brazil,South Korea,Daejeon,2018,1837,Female,23-26
Bangladesh,Norway,Oslo,2017,818,Female,18-22
Kenya,UAE,Dubai,2023,886,Male,23-26
Brazil,South Africa,Johannesburg,2022,1791,Male,18-22
Brazil,South Korea,Seoul,2024,3578,Female,18-22
Pakistan,South Africa,Cape Town,2015,966,Female,18-22
Nigeria,Canada,Vancouver,2019,4866,Female,18-22
Turkey,Sweden,Uppsala,2020,2366,Male,23-26
Pakistan,Canada,Montreal,2018,3911,Female,18-22
Brazil,Italy,Rome,2019,1915,Male,23-26
Vietnam,UK,Birmingham,2022,4851,Male,23-26
Bangladesh,France,Lyon,2019,2871,Male,18-22
Bangladesh,Ireland,Galway,2019,740,Female,23-26
Nepal,Spain,Valencia,2023,2959,Male,18-22
Brazil,Singapore,Singapore,2023,2314,Male,27+
India,Italy,Rome,2017,4629,Male,18-22
Nigeria,Ireland,Cork,2020,1342,Male,18-22
India,Sweden,Stockholm,2019,4316,Male,18-22
China,Spain,Valencia,2018,4057,Male,23-26
China,UK,Manchester,2021,9012,Male,18-22
Pakistan,Sweden,Stockholm,2021,1692,Male,18-22
Bangladesh,South Korea,Busan,2021,2620,Male,27+
China,Singapore,Singapore,2015,3468,Female,18-22
Vietnam,France,Paris,2022,3146,Female,18-22
Nepal,Spain,Valencia,2024,3037,Male,18-22
China,Canada,Toronto,2015,5557,Male,27+
Nigeria,USA,Boston,2017,7447,Male,18-22
Turkey,Singapore,Singapore,2022,2536,Female,18-22
Brazil,Netherlands,Rotterdam,2019,1603,Female,18-22
Kenya,UAE,Dubai,2018,844,Female,18-22
Bangladesh,Norway,Bergen,2015,571,Male,27+
India,Singapore,Singapore,2023,5522,Male,18-22
Bangladesh,Norway,Bergen,2017,732,Male,27+
Kenya,Russia,St. Petersburg,2020,2356,Male,23-26
Kenya,UK,Birmingham,2020,5037,Male,18-22
China,Japan,Osaka,2024,6678,Male,18-22
Bangladesh,UAE,Dubai,2019,644,Female,23-26
Nigeria,South Korea,Seoul,2018,3185,Male,18-22
Brazil,South Korea,Busan,2024,2578,Male,27+
Nigeria,Japan,Tokyo,2020,4012,Female,18-22
Nepal,South Africa,Pretoria,2019,1511,Female,18-22
India,Ireland,Dublin,2024,2398,Male,23-26
China,UK,Manchester,2024,10161,Male,23-26
Brazil,Netherlands,Rotterdam,2023,2359,Male,23-26
Turkey,Italy,Rome,2017,2470,Male,23-26
India,South Africa,Johannesburg,2019,3859,Male,23-26
Nepal,Italy,Rome,2016,1337,Male,23-26
Turkey,UK,London,2019,5324,Male,23-26
Brazil,Finland,Tampere,2022,673,Male,18-22
Nigeria,South Korea,Seoul,2023,4130,Female,18-22
Nigeria,Singapore,Singapore,2021,3348,Male,18-22
India,USA,Boston,2020,13625,Male,23-26
Nepal,Canada,Toronto,2015,3420,Female,27+
India,Sweden,Stockholm,2019,3944,Male,18-22
India,Australia,Melbourne,2021,9331,Male,27+
Nepal,France,Lyon,2022,3280,Male,18-22
Turkey,Finland,Helsinki,2016,580,Male,18-22
Brazil,India,Bangalore,2024,1337,Male,23-26
Kenya,USA,Chicago,2019,7942,Female,18-22
India,Japan,Osaka,2023,7632,Male,27+
Turkey,India,Mumbai,2015,651,Male,27+
Vietnam,Canada,Montreal,2015,2875,Male,23-26
Pakistan,Canada,Montreal,2015,3029,Male,18-22
Pakistan,Italy,Florence,2018,1921,Female,18-22
Nigeria,South Africa,Cape Town,2022,2434,Female,23-26
India,Australia,Melbourne,2017,6969,Female,18-22
Bangladesh,Norway,Oslo,2017,1217,Female,18-22
Brazil,Germany,Munich,2015,3304,Male,18-22
Kenya,Russia,Moscow,2022,2427,Female,27+
Kenya,Japan,Kyoto,2016,2939,Female,18-22
Nepal,Singapore,Singapore,2022,2153,Male,23-26
Vietnam,Canada,Vancouver,2021,3511,Female,23-26
Nigeria,France,Lyon,2020,5615,Female,18-22
Brazil,Netherlands,Rotterdam,2023,2217,Female,27+
Vietnam,Ireland,Cork,2016,867,Male,18-22
Kenya,Sweden,Stockholm,2019,1972,Female,18-22
Nigeria,UAE,Abu Dhabi,2017,1165,Female,27+
Brazil,Russia,St. Petersburg,2019,2030,Male,18-22
Vietnam,Canada,Toronto,2024,4263,Female,23-26
China,UAE,Sharjah,2018,1639,Female,23-26
Vietnam,Italy,Milan,2021,2720,Female,23-26
Turkey,Spain,Valencia,2015,2374,Female,18-22
Kenya,UAE,Abu Dhabi,2017,974,Female,23-26
Brazil,Australia,Melbourne,2019,3039,Male,23-26
Kenya,Russia,Moscow,2023,2230,Female,18-22
Nepal,Germany,Munich,2019,3225,Female,18-22
Pakistan,South Africa,Johannesburg,2021,1622,Male,18-22
Kenya,UK,Birmingham,2019,3244,Female,23-26
Nepal,UK,Birmingham,2021,4771,Female,18-22
Bangladesh,Netherlands,Eindhoven,2018,1663,Male,23-26
India,France,Marseille,2015,5783,Male,27+
Kenya,Singapore,Singapore,2023,2576,Male,27+
Pakistan,Germany,Munich,2020,3707,Female,18-22
India,Spain,Madrid,2017,5960,Male,18-22
Vietnam,Japan,Tokyo,2024,2396,Male,18-22
Vietnam,Spain,Madrid,2020,2560,Female,18-22
Brazil,Canada,Montreal,2019,4310,Male,18-22
Kenya,Netherlands,Eindhoven,2024,2673,Male,23-26
Bangladesh,Finland,Helsinki,2017,560,Male,18-22
Bangladesh,France,Lyon,2015,3176,Non-binary,23-26
Kenya,USA,Chicago,2021,6866,Male,18-22
Turkey,South Korea,Busan,2022,2730,Female,18-22
